REFCODE,SCP,LCD,PLD,Va,Density,ASA,VF,KH311,300,305,310,315,320,325,330,335,340,345,350,353,adsH,dW
RUMWUS_clean.cif,32.61990507,6.09384,4.18879,0.298456,1.10502,995.016,0.538484,0.273963759,-8.958607315,-8.882728704,-7.681936665,-8.716698771,-8.671620397,-8.832682665,-8.512861625,-8.879426069,-8.63638802,-7.978810701,-10.21968269,-8.76700389,51.63437767,0.038423052
YARGAB_clean.cif,52.11988309,10.66928,9.66637,0.489402,0.961173,1351.64,0.623735,-2.660451176,-8.665546249,-6.53165267,-7.076238039,-7.507239611,-7.978810701,-6.274088368,-7.782516056,-7.519993057,-7.201349355,-7.363512104,-10.02227639,-7.872895202,51.63008481,0.070434935
FEFDAX_clean.cif,20.45056579,7.82147,5.99507,0.638451,0.828568,2345.83,0.683414,-2.269042589,-6.277366077,-7.11463878,-6.349692477,-5.403402904,-6.913640169,-6.804100348,-8.167491087,-7.163675884,-7.283162277,-8.377785977,-7.809668302,-8.217527376,51.62990858,0.103850858
Zn-DOBDC.cif,42.04307969,11.69979,10.91206,0.486936,1.21946,1196.76,0.731995,-1.145156737,-8.346787486,-8.403402904,-8.2915791,-8.501689446,-8.318758763,-8.504455662,-8.444905551,-8.336299075,-8.473660723,-8.396855627,-10.17587417,-8.171340103,51.62864183,0.073095425
WUNTAB_clean.cif,8.93733724,5.05355,3.85161,0.104566,1.2088,418.997,0.35178,0.694016968,-7.655607726,-8.966576245,-8.779891912,-7.920818754,-7.714442691,-8.441291429,-6.643974143,-8.522878745,-8.244887734,-8.777283529,-10.47625353,-8.801342913,51.62477908,0.014168676
MASZUD_clean.cif,10.03622299,6.34556,3.42147,0.174195,1.46962,610.209,0.407168,-1.164706498,-7.978810701,-7.946921557,-7.924453039,-7.573488739,-8.349692477,-7.598599459,-8.15864053,-7.754487332,-7.48148606,-7.754487332,-7.946921557,-8.266000713,51.59843524,0.010212462
ETEKAQ_clean.cif,26.87851578,6.66472,4.96288,0.464498,1.13284,1774.25,0.676031,8.591064607,-7.299296283,-8.518557371,-8.211124884,-8.452225295,-8.010550182,-8.079354999,-7.958607315,-8.43062609,-8.372634143,-8.381951903,-8.508638306,-8.254925208,51.58831294,0.04154234
ZEZQEC_clean.cif,32.14766374,6.68386,4.44997,0.335413,1.2492,1083.55,0.536418,8.930439595,-8.829738285,-7.812479279,-7.815308569,-8.274088368,-8.159893906,-8.330683119,-8.518557371,-8.331614083,-8.266000713,-8.484126156,-10.49349497,-8.772113295,51.57133204,0.024999553
VASKOR_clean.cif,38.0421276,4.30013,3.78538,0.199453,1.15817,765.188,0.378441,-2.345644385,-6.534617149,-7.508638306,-7.46470588,-8.438898616,-8.213248578,-7.271646218,-7.866461092,-8.335358024,-7.36552273,-7.659555885,-8.943095149,-7.935542011,51.56692386,0.051530145
NEVVAM_clean.cif,40.16963458,7.38917,5.46046,0.281068,1.4203,870.358,0.513034,-2.31419827,-6.987162775,-8.427128398,-7.42136079,-8.392544977,-7.815308569,-8.521433504,-6.928117993,-7.557520231,-7.230622674,-7.785156152,-8.795880017,-8.896196279,51.54961636,0.054714412
IXOFUX_clean.cif,86.52276226,6.82637,6.57848,0.476275,1.00152,1611.44,0.63722,-2.876141828,-6.578396073,-7.052566278,-7.920818754,-7.510041521,-8.847711656,-6.958607315,-7.428291168,-8.785156152,-9.188424994,-7.616184634,-9.168770306,-7.838631998,51.54578806,0.111617617
ILIGEP_clean.cif,18.83887775,5.39174,4.20751,0.125532,1.85928,321.974,0.308434,-1.992990894,-7.148130399,-7.832682665,-7.107348966,-8.103473783,-7.657577319,-7.510041521,-8.069560405,-8.647817482,-8.194499142,-7.448550002,-7.991399828,-8.504455662,51.52084428,0.018847301
PEFRUP_clean.cif,33.71294933,9.3948,7.50869,0.473428,1.0519,1455.91,0.668625,5.770681205,-8.313363731,-7.058985756,-8.991399828,-8.199970641,-9.294136288,-9.036212173,-8.838631998,-9.158015195,-9.391473966,-9.136082623,-10.75945075,-9.081969663,51.51798626,0.063773754
GACPUX_clean.cif,43.55758485,5.84666,3.39783,0.332143,1.02185,1126.81,0.56017,-2.401545463,-6.048662481,-7.007004902,-7.343901798,-7.815308569,-7.718966633,-7.950781977,-7.728158393,-8.279840697,-7.42945706,-8.289036881,-8.216096421,-8.199282922,51.51430373,0.08805245
XAVDEF_clean_h.cif,29.00274449,7.70136,7.26448,0.486863,0.99494,1614.46,0.646001,-1.756919765,-8.974694135,-7.928117993,-9.249491605,-9.022276395,-8.991399828,-8.920818754,-9.246416941,-9.252588192,-9.174573882,-9.616184634,-9.896196279,-9.525783736,51.49231495,0.125961076
XEHSUZ_clean.cif,9.23595937,4.85915,3.55311,0.161331,1.38845,395.14,0.291695,-2.527401505,-7.48945499,-7.698970004,-7.503070352,-7.795880017,-8.194499142,-8.27572413,-8.084600165,-8.338187314,-8.342944147,-8.549750892,-9.89279003,-9.131355562,51.48925194,0.015652234
MIHLEV_clean.cif,19.81300137,5.4894,3.63093,0.14272,1.38172,457.403,0.320741,5.169927062,-9.835647144,-9.638272164,-9.137272472,-9.434152181,-9.005243055,-9.455931956,-9.258848401,-9.567030709,-9.630784143,-9.543633967,-8.701146924,-8.896196279,51.444786,0.03018724
PUSDIR_clean.cif,27.62683017,6.33372,4.81829,0.248199,1.1241,961.665,0.450744,-1.793368386,-8.30980392,-8.591760035,-6.118045029,-8.595166283,-8.081969663,-8.213248578,-9.120330794,-8.463441557,-8.168770306,-7.643974143,-10.21324858,-7.380906669,51.43731187,0.034098785
FUSWIA_clean.cif,68.44236862,6.59097,4.65267,0.443626,0.984162,1733.78,0.634648,-0.97153042,-7.728158393,-8.500312917,-7.20481541,-8.728158393,-8.677780705,-8.48148606,-8.93930216,-8.42945706,-8.739928612,-8.841637508,-9.245651664,-9.4867824,51.41045905,0.130056781
LUNBEB_clean.cif,43.48805543,5.77323,4.34012,0.243854,1.97905,968.104,0.588093,-2.471713355,-7.27083521,-8.219682688,-8.026410377,-7.882728704,-7.42365865,-7.562249437,-7.372634143,-8.373659633,-8.118045029,-8.449771647,-8.503070352,-8.675717545,51.38565723,0.081496033
FAFDEX_clean.cif,22.7542168,4.85816,4.15339,0.142341,1.4121,356.206,0.354404,-0.882562975,-8.071604148,-8.079354999,-8.607303047,-7.835647144,-8.906578315,-8.847711656,-7.560667306,-9.204119983,-8.581698709,-8.444905551,-7.801342913,-8.978810701,51.38357817,0.019155474
CUYYAX_clean.cif,42.33860314,5.12269,3.45419,0.22439,1.16048,788.401,0.525375,-2.203767826,-7.18243463,-7.43062609,-8.181114585,-8.26520017,-8.588380294,-8.19314197,-8.329754147,-7.549750892,-8.465973894,-8.494850022,-8.818156412,-8.490797478,51.38134892,0.079143814
UGAQEY_clean.cif,41.964904,4.81542,3.57923,0.150988,1.29414,632.297,0.43661,-2.378288972,-7.844663963,-8.605548319,-7.266802735,-8.206209615,-7.640164518,-8.106238238,-7.30980392,-8.581698709,-8.761953897,-8.647817482,-9.645891561,-8.299296283,51.36571071,0.044388794
SOVHAM_clean.cif,58.23490638,5.14382,4.19849,0.287565,1.17469,976.9,0.409555,-2.472581499,-8.386158178,-8.71219827,-8.4225082,-8.235077015,-7.494850022,-8.642065153,-8.698970004,-7.645891561,-8.020451625,-7.982966661,-9.394694954,-8.424812155,51.3638823,0.075333723
RIWSUM_clean.cif,49.49024406,5.69292,4.42411,0.180934,1.1098,810.469,0.41713,1.314075885,-8.57024772,-7.946921557,-8.913640169,-9.282329497,-8.496209317,-8.982966661,-8.787812396,-7.480172006,-9.051587034,-8.879426069,-10.1260984,-9.394694954,51.33002759,0.06701194
UVEVEX_clean.cif,49.48652691,5.0556,3.61266,0.413432,0.992666,1371.89,0.605746,-1.687393218,-8.453457337,-7.950781977,-7.102922997,-8.657577319,-8.304518324,-7.8569852,-9.262012674,-8.903089987,-8.277366077,-8.725842151,-9.183096161,-7.542118103,51.31705449,0.063133476
AFOTUL_clean.cif,40.98109186,8.76561,6.5175,0.446736,1.05969,1411.51,0.634801,3.53246008,-8.698970004,-8.272458743,-8.853871964,-8.974694135,-8.468521083,-8.804100348,-8.913640169,-9.191789027,-9.014573526,-8.793174124,-8.815308569,-9.091514981,51.30707239,0.06114728
ANENEN_clean.cif,25.61505684,6.09505,3.7258,0.153073,1.32355,526.09,0.323907,5.489786977,-8.48945499,-8.21395879,-8.958607315,-9.201349355,-8.978810701,-9.074172425,-9.36552273,-9.49757288,-9.387216143,-8.420216403,-9.360513511,-8.759450752,51.30286008,0.03682097
BEPVOJ_clean.cif,15.93435982,4.63056,3.61894,0.126451,1.35072,426.731,0.249746,-1.311790256,-8.555955204,-7.761953897,-7.714442691,-8.341035157,-7.102372909,-7.772113295,-6.899629455,-7.88941029,-8.247951552,-8.20481541,-7.146301788,-8.305394801,51.27921636,0.012019444
SONTAR_clean.cif,55.18885126,6.7454,5.07133,0.548682,1.00094,2044.58,0.650443,0.853060292,-7.411168274,-8.244125144,-7.565431096,-8.55129368,-8.344861565,-8.508638306,-8.659555885,-8.621602099,-8.709965389,-8.119758224,-9.860120914,-8.493494968,51.25018576,0.083902939
ETEJIX_clean.cif,39.15743455,6.72714,4.94219,0.507049,1.05868,1937.1,0.672972,7.883093359,-7.841637508,-7.76700389,-7.27083521,-8.296708622,-7.777283529,-6.701146924,-8.031517051,-8.585026652,-8.057991947,-8.621602099,-8.749579998,-8.284832642,51.21913245,0.049277125
EYOPUE.cif,19.70393039,6.57541,4.98932,0.150736,1.19679,499.022,0.410648,-0.209000281,-8.701146924,-7.860120914,-8.391473966,-8.924453039,-8.54515514,-7.821023053,-8.809668302,-8.730487056,-8.609064893,-8.343901798,-8.339134522,-6.982966661,51.21403077,0.022121926
VEHRIL_clean.cif,29.74302837,8.8875,3.82903,0.474648,1.10229,1688.36,0.639072,9.328379603,-8.42136079,-8.388276692,-8.70333481,-8.294136288,-8.698970004,-7.853871964,-9.207608311,-8.602059991,-8.63638802,-9.1837587,-10.22257318,-9.539102157,51.21159548,0.113967599
CAXVII_clean.cif,48.58373294,11.63584,11.00756,0.511218,1.12398,1336.12,0.700487,-2.10752194,-8.283162277,-9.027334408,-8.612610174,-8.991399828,-8.675717545,-8.924453039,-8.913640169,-8.982966661,-9.156144577,-9.372634143,-9.161780778,-9.552841969,51.21096726,0.145701766
DARCOQ_clean.cif,55.45743481,7.24414,4.10133,0.437625,1.00634,1514.1,0.600903,-2.311106984,-8.138465589,-7.910094889,-7.612610174,-8.289882635,-8.567030709,-8.721246399,-7.058985756,-7.185086819,-8.074687909,-8.031050319,-8.07007044,-7.102372909,51.20935841,0.05944169
CAXWEF_clean.cif,52.96288349,11.59971,10.91266,0.497507,1.14451,1335.22,0.703029,-1.313307437,-8.294136288,-8.76700389,-8.554395797,-8.71219827,-8.850780887,-9.095825632,-7.935542011,-9.019996628,-8.838631998,-8.838631998,-8.860120914,-9.177831921,51.19585829,0.098207322
BUWGEG_clean.cif,15.46898332,6.18949,5.58442,0.247145,1.3312,874.466,0.424949,-2.30878143,-8.194499142,-8.195860568,-8.494850022,-7.962573502,-8.508638306,-7.289036881,-8.152427341,-7.406713933,-8.031050319,-7.671620397,-8.463441557,-8.586700236,51.19031239,0.016215482
FIJDIM02_clean.cif,3.504005174,5.508,4.71542,0.253753,1.24136,844.91,0.506479,1.864099137,-8.882728704,-8.818156412,-8.018634491,-9.308918508,-8.769551079,-8.801342913,-8.53313238,-7.562249437,-8.284832642,-8.903089987,-8.649751982,-8.628932138,51.18907853,0.018751346
BETGAK_clean.cif,38.88840203,6.44971,4.17826,0.4567,1.06153,1945.69,0.636267,8.5774918,-8.354577731,-8.054531415,-8.389339837,-8.721246399,-7.226213555,-8.188424994,-7.787812396,-8.272458743,-8.954677021,-7.610833916,-8.380906669,-8.673664139,51.18629208,0.05748766
EVURAP_clean.cif,23.60211423,5.07937,3.63966,0.164399,1.50366,474.245,0.406289,13.70500796,-7.723538196,-8.665546249,-8.576754126,-8.521433504,-8.661543506,-8.504455662,-8.995678626,-8.657577319,-9.116906641,-8.2644011,-8.220403509,-8.91721463,51.17976183,0.019102613
YURKAY_clean.cif,60.39544772,8.03043,7.3262,0.686909,0.858047,2660.9,0.745661,10.37474835,-7.595166283,-7.850780887,-8.287350298,-8.503070352,-7.91721463,-7.850780887,-8.303643611,-8.094743951,-8.787812396,-8.832682665,-10.21752738,-8.596879479,51.15180708,0.109692366
UTEXIB_clean.cif,40.38425146,6.78827,3.96685,0.318433,1.00241,1139.65,0.562629,-2.512795142,-7.079876674,-7.004803708,-8.707743929,-7.242603971,-7.790484985,-7.504455662,-6.560667306,-8.271646218,-7.174573882,-7.632644079,-9.53313238,-7.744727495,51.15138153,0.067696411
AFOYOK_clean.cif,55.24900705,8.04098,5.29484,0.380623,0.979448,1393.54,0.563965,-3.673113426,-7.397940009,-6.585026652,-7.289036881,-7.349692477,-7.22184875,-7.484126156,-8.185086819,-6.896196279,-8.54668166,-7.46470588,-7.698970004,-7.496209317,51.14288427,0.059876731
FUNCAT_clean.cif,38.86885863,9.49206,8.7257,0.464417,0.930198,1453.63,0.590606,-2.350464594,-7.844663963,-7.30980392,-8.4225082,-8.386158178,-8.510041521,-8.76700389,-8.447331784,-8.954677021,-8.657577319,-7.943095149,-7.039529222,-8.036212173,51.11147855,0.068836596
ELIKAM_clean.cif,10.13518967,5.08538,3.65208,0.169547,1.49693,586.303,0.429683,7.809559715,-9.669586227,-8.91721463,-9.27572413,-8.329754147,-7.774690718,-8.625251654,-9.049635146,-8.596879479,-8.812479279,-8.876148359,-8.995678626,-9.519993057,51.07655821,0.025504839
VEMMAC_clean.cif,54.25305582,6.81882,5.67765,0.606856,0.882251,2142.18,0.675825,2.095486672,-8.645891561,-8.251037139,-8.449771647,-8.679853714,-9.023650021,-8.701146924,-8.761953897,-9.20481541,-9.217527376,-9.177831921,-10.09691001,-9.368556231,51.0598108,0.113359697
LUCDIW_clean.cif,41.1735854,7.89219,6.17272,0.768592,0.822543,2665.32,0.742981,7.28780173,-7.73754891,-8.077793723,-8.671620397,-7.385102784,-8.431798276,-8.607303047,-7.612610174,-8.281498311,-8.320572103,-8.467245621,-8.403402904,-8.195860568,51.04359879,0.086882306
FUNBAS_clean.cif,9.125603164,6.40835,4.37067,0.250897,1.11042,931.388,0.463762,-2.088947914,-8.571865206,-8.714442691,-6.031517051,-6.793174124,-8.441291429,-7.809668302,-6.790484985,-7.008773924,-6.970616222,-8.159266765,-7.661543506,-6.476253533,51.0363853,0.015992514
GULWOA_clean.cif,44.08491441,7.26093,6.48324,0.367786,1.27683,1282.16,0.570912,4.405488085,-8.149353765,-8.42136079,-8.511449283,-8.142667504,-8.89279003,-7.920818754,-7.93930216,-9.107905397,-9.297569464,-8.353596274,-8.557520231,-8.297569464,51.02734782,0.05477835
TENLIJ_clean.cif,43.02191897,5.3276,4.15757,0.246631,1.14422,904.534,0.466675,0.474296412,-9.03574037,-8.490797478,-9.605548319,-8.332547047,-8.171340103,-8.554395797,-8.694648631,-9.212539525,-8.958607315,-8.632644079,-10.34582346,-8.59345982,50.99576822,0.037912097
UKIQIP_clean.cif,59.16431816,10.53275,7.55211,0.66474,0.823179,2376.77,0.690172,-1.235198665,-7.032452024,-8.337242168,-7.772113295,-8.27572413,-8.3400838,-7.876148359,-8.557520231,-8.124360063,-7.835647144,-8.522878745,-9.829738285,-8.709965389,50.99568758,0.112194187
MURCAD_clean.cif,47.28630319,4.39696,3.60081,0.205299,1.18753,757.149,0.538141,0.532489391,-8.576754126,-7.91721463,-8.742321425,-8.536107011,-9.661543506,-9.266000713,-8.534617149,-9.521433504,-9.747146969,-9.744727495,-8.343901798,-8.903089987,50.98177511,0.093263857
OWAVOY_clean.cif,69.16903796,7.80614,4.08482,0.438344,1.00925,1696.54,0.635852,-2.359253297,-5.580044252,-7.127261173,-7.950781977,-8.642065153,-7.777283529,-8.415668776,-8.094743951,-8.651695137,-8.328827157,-7.367542708,-8.4867824,-8.716698771,50.96805359,0.079863748
EFOTAV_clean.cif,14.94985028,5.19228,4.32841,0.225649,2.18747,1078.06,0.571797,4.09112507,-7.396855627,-7.222573178,-7.970616222,-8.344861565,-8.140261434,-9.059483515,-8.015472687,-7.696803943,-7.477555766,-6.982966661,-7.924453039,-8.829738285,50.96493842,0.027269109
QETCUO_clean.cif,17.6488104,6.7265,4.49527,0.330914,1.23174,1149.41,0.536293,10.43933269,-7.105683937,-8.793174124,-8.675717545,-8.995678626,-8.913640169,-8.705533774,-8.614393726,-8.307153081,-8.850780887,-8.107905397,-10.68193667,-8.647817482,50.93215317,0.035145432
KAWBOB_clean.cif,36.08796059,7.30159,6.37414,0.384068,1.08418,1281.01,0.533941,1.678076576,-8.13430394,-7.583359493,-8.490797478,-8.63638802,-8.223298816,-8.627087997,-8.798602876,-9.13430394,-8.428291168,-8.36552273,-9.199282922,-8.705533774,50.93163576,0.036685753
TOHYUL_clean.cif,34.28586544,7.11011,6.31847,0.295557,1.33984,1017.66,0.513758,0.50463123,-7.642065153,-7.437707136,-8.8569852,-8.681936665,-8.88941029,-8.651695137,-8.809668302,-8.640164518,-8.562249437,-8.787812396,-10.26042766,-8.505845406,50.92261553,0.032081172
KASRAZ_clean.cif,32.71240766,5.88963,4.0935,0.462675,0.986437,1986.27,0.662429,1.500971572,-8.119186408,-8.170696227,-8.400116928,-8.192464972,-8.07007044,-8.485452247,-8.403402904,-8.698970004,-8.801342913,-9.159893906,-8.826813732,-8.806875402,50.90704968,0.092444066
SAQQEH_clean.cif,52.29626651,11.42455,8.82131,0.603897,0.914395,1782.9,0.725694,2.644654206,-8.747146969,-9.301899454,-8.93930216,-9.35753548,-9.170696227,-9.542118103,-9.260427656,-9.642065153,-9.347753659,-9.36552273,-10.838632,-9.563837353,50.90517941,0.119570192
NATXOW_clean.cif,28.22441975,6.05499,3.45516,0.0907781,2.37062,342.792,0.348779,-2.808881681,-6.354577731,-8.049635146,-8.442492798,-8.203425667,-8.76700389,-7.156767222,-8.36251027,-8.946921557,-7.970616222,-8.189095719,-9.485452247,-8.829738285,50.89638035,0.048149669
IBUDOZ_clean.cif,2.667112117,4.57391,4.12983,0.165056,1.48919,419.564,0.335523,-2.045517247,-5.029653124,-6.774690718,-7.097453221,-6.806875402,-7.179142011,-7.899629455,-7.739928612,-7.806875402,-7.779891912,-7.882728704,-7.978810701,-8.452225295,50.89568101,0.003320596
XIHSEN01_clean.cif,29.3946457,5.41169,3.51984,0.24558,1.08478,870.075,0.53136,0.833432721,-8.4867824,-8.301899454,-8.336299075,-8.181114585,-8.562249437,-8.229884705,-8.013676223,-8.744727495,-7.327902142,-7.759450752,-10.1079054,-7.321481621,50.88088423,0.034120809
IGAHAB_clean.cif,47.75030172,8.07948,5.62102,0.288619,1.09695,1022.46,0.554031,-0.749804523,-8.790484985,-8.818156412,-8.301899454,-8.562249437,-8.735182177,-8.759450752,-8.469800302,-9.119186408,-8.841637508,-8.876148359,-8.804100348,-8.698970004,50.87576213,0.051330609
VIRVEY_clean.cif,42.26078627,7.09903,5.542,0.561513,1.08742,2245.19,0.7165,0.577036586,-7.89279003,-7.638272164,-7.910094889,-8.104025268,-8.313363731,-8.031517051,-7.698970004,-8.463441557,-7.866461092,-8.123205024,-8.970616222,-8.669586227,50.87026357,0.070020455
XUYXAR_clean.cif,39.9655459,4.43633,3.68787,0.0505646,1.51094,178.345,0.248712,-3.038948332,-7.485452247,-7.804100348,-8.443697499,-8.342944147,-8.065501549,-8.137272472,-8.798602876,-8.543633967,-8.341035157,-7.537602002,-7.661543506,-8.838631998,50.86870422,0.042330922
PEFRUP01_clean.cif,10.82334085,6.71715,5.57629,0.226575,1.32053,898.635,0.531963,2.385661674,-7.512861625,-6.838631998,-7.632644079,-8.460923901,-7.924453039,-8.530177984,-8.394694954,-8.732828272,-8.586700236,-8.567030709,-10.81530857,-8.815308569,50.86358902,0.013767173
DARFIN_clean.cif,46.250474,7.41567,4.10221,0.343005,1.17666,1250.73,0.59257,-2.416660642,-6.725842151,-6.739928612,-7.785156152,-7.850780887,-8.57024772,-8.13430394,-7.583359493,-7.181774106,-8.038578906,-7.441291429,-7.307153081,-8.297569464,50.85601461,0.038226071
ELIJOZ_clean.cif,29.60374097,5.07227,3.67146,0.177537,1.48251,604.721,0.422356,12.20682588,-9.554395797,-9.524328812,-9.007888512,-9.13430394,-9.05207638,-8.373659633,-9.297569464,-7.991399828,-9.406713933,-9.184422252,-8.679853714,-9.175874166,50.8288851,0.027339724
XOVVOU_clean.cif,64.41940431,6.21661,5.29719,0.434802,1.07267,1568.61,0.60895,-1.817887918,-7.76700389,-7.151810883,-8.228412519,-8.434152181,-8.742321425,-7.420216403,-7.334419009,-8.860120914,-8.605548319,-8.93930216,-9.304518324,-7.931814138,50.79288044,0.113239633
HUTZAX01.cif,32.38982971,4.78933,3.71105,0.0732858,1.41637,213.765,0.222832,-2.265024249,-7.229884705,-8.517126416,-8.118045029,-7.935542011,-8.289036881,-7.970616222,-8.596879479,-8.452225295,-8.728158393,-6.995678626,-8.401209493,-8.68613278,50.79279368,0.018894942
TAMJEY_clean.cif,45.60822674,9.34046,7.41911,0.372051,1.16758,1269.38,0.523268,-1.233787242,-7.795880017,-7.632644079,-8.010105436,-7.015022874,-8.455931956,-8.521433504,-7.821023053,-7.498940738,-7.943095149,-7.051587034,-8.255707017,-7.339134522,50.78882499,0.04773842
RIBTAZ_clean.cif,73.50487815,7.70399,4.7865,0.673836,0.877067,2809.34,0.752496,-2.249399048,-7.272458743,-7.962573502,-8.091514981,-8.232844134,-7.906578315,-8.109578981,-8.116338565,-8.242603971,-8.09420412,-8.268411235,-9.492144128,-7.982966661,50.78701447,0.102913774
ZARZAV_clean.cif,20.5116136,5.14551,3.6976,0.158302,1.32405,518.33,0.355204,-0.640208139,-7.950781977,-8.366531544,-7.761953897,-8.801342913,-8.53165267,-7.978810701,-7.226213555,-7.393618635,-7.869666232,-7.355561411,-9.853871964,-8.211124884,50.76851861,0.015265579
NAXVOY02_clean.cif,17.81223556,4.78291,3.77659,0.138532,1.39173,350.884,0.280059,-2.850122245,-6.73754891,-7.684029655,-7.653647026,-8.349692477,-8.534617149,-8.347753659,-9.145693958,-8.910094889,-8.732828272,-8.68613278,-10.02733441,-9.262807357,50.76693561,0.029942579
SADMUH_clean.cif,116.2083042,7.73524,7.34148,0.517821,0.983737,1706.12,0.641086,-2.208039316,-7.759450752,-8.517126416,-8.396855627,-8.896196279,-8.390405591,-8.739928612,-9.236572006,-9.524328812,-9.278189385,-7.259637311,-8.37675071,-8.91721463,50.75191081,0.152921784
